job_id,title,company,required_skills,location,salary_range
505,Lead Data Engineer,Flipkart,"Spark, Kafka, Java, Airflow, Team Lead",Bangalore,₹35-45 LPA
506,Junior React Developer,TCS,"React, Redux, JavaScript, CSS3, HTML5",Pune,₹10-16 LPA
507,Cloud Security Engineer (Fresher),Google,"AWS, Python, Linux, Network Security, IAM",Bangalore,₹14-20 LPA
508,Senior Backend (Django),Swiggy,"Django, Python, PostgreSQL, Celery, AWS",Gurgaon,₹24-32 LPA
509,Android Developer (Fresher),CRED,"Kotlin, Android SDK, REST, Git, XML",Bangalore,₹8-13 LPA
510,Data Scientist (NLP) Fresher,ShareChat,"Python, HuggingFace, PyTorch, NLP, SQL",Bangalore,₹12-18 LPA
511,DevOps Engineer (GCP),Google,"GCP, Kubernetes, Terraform, Docker, Python",Bangalore,₹26-34 LPA
512,Full Stack (MEAN) Senior,Amazon,"MongoDB, Express, Angular, Node.js, AWS",Hyderabad,₹24-32 LPA
513,Fresher Tableau Developer,Infosys,"Tableau, SQL, Excel, Data Viz, Python",Mumbai,₹6-10 LPA
514,Senior Golang Developer,Razorpay,"Golang, Microservices, gRPC, PostgreSQL, Docker",Pune,₹28-38 LPA
515,Junior AI Engineer,TCS,"Python, LangChain, Vector DB, PyTorch, REST API",Hyderabad,₹10-16 LPA
516,Product Analyst (Fresher),Zomato,"SQL, Excel, Python, Tableau, Product Metrics",Gurgaon,₹8-13 LPA
517,Senior Angular Developer,Flipkart,"Angular, TypeScript, RxJS, NGRX, CSS3",Bangalore,₹22-30 LPA
518,Cloud Infrastructure Manager,Google,"AWS, Terraform, Kubernetes, Team Lead, Python",Bangalore,₹38-48 LPA
519,Fresher .NET Developer,Microsoft,"C#, .NET Core, ASP.NET, SQL, Azure",Pune,₹7-12 LPA
520,Senior MLOps Engineer,Amazon,"Kubernetes, MLflow, AWS SageMaker, Python, CI/CD",Bangalore,₹28-38 LPA
521,Junior Data Engineer (Spark),Wipro,"Spark, Scala, Python, Hive, AWS",Hyderabad,₹12-18 LPA
522,React Native Lead,Swiggy,"React Native, TypeScript, Redux, iOS, Android",Gurgaon,₹30-40 LPA
523,Fresher SAP ABAP,TCS,"ABAP, SAP, OData, SQL, Java",Bangalore,₹6-10 LPA
524,Senior Frontend (Svelte),ShareChat,"Svelte, TypeScript, Tailwind, JavaScript, Git",Bangalore,₹22-30 LPA
525,DevOps (Kubernetes) Fresher,Google,"Kubernetes, Docker, Linux, AWS, Jenkins",Bangalore,₹12-18 LPA
526,Data Scientist (CV) Senior,Tata 1mg,"PyTorch, OpenCV, Python, TensorRT, AWS",Delhi,₹28-38 LPA
527,Junior Full Stack (Python),CRED,"Python, FastAPI, React, PostgreSQL, Docker",Bangalore,₹14-20 LPA
528,Cloud Data Architect,Amazon,"AWS, Redshift, Python, Spark, Solution Design",Hyderabad,₹35-45 LPA
529,Fresher JavaScript Dev,Accenture,"JavaScript, HTML5, CSS3, React, Git",Noida,₹6-10 LPA
530,Senior Java Developer,Flipkart,"Java, Spring Boot, Kafka, Microservices, SQL",Bangalore,₹30-40 LPA
531,Product Data Analyst (Fresher),Google,"SQL, Python, Tableau, Product Analytics, Excel",Bangalore,₹10-16 LPA
532,Junior Cloud Native Dev,Microsoft,"Azure, AKS, Terraform, .NET Core, Docker",Pune,₹14-20 LPA
533,MLOps Engineer (Fresher),TCS,"Docker, Kubernetes, MLflow, Python, AWS",Hyderabad,₹8-13 LPA
534,Senior Node.js Architect,Zomato,"Node.js, Microservices, MongoDB, AWS, Design",Gurgaon,₹32-42 LPA
535,Fresher QA (Automation),Wipro,"Selenium, Java, TestNG, Jenkins, Git",Hyderabad,₹6-10 LPA
536,Senior Data Analyst (SQL),Amazon,"SQL, Python, Tableau, Stats, Business Intel",Bangalore,₹22-30 LPA
537,Android Developer (Senior),CRED,"Kotlin, Jetpack Compose, Clean Arch, Git",Bangalore,₹26-34 LPA
538,Fresher Cybersecurity Analyst,Google,"Python, Linux, Networking, Security, AWS",Bangalore,₹12-18 LPA
539,Senior Golang Engineer,Flipkart,"Golang, Microservices, Kafka, PostgreSQL, Docker",Bangalore,₹28-38 LPA
540,Junior React Developer,Swiggy,"React, Redux, JavaScript, CSS3, HTML5",Gurgaon,₹12-18 LPA
541,Data Scientist (Fresher),Microsoft,"Python, ML, Pandas, SQL, Stats",Remote,₹10-16 LPA
542,Senior Cloud Architect,Accenture,"AWS, Azure, GCP, Terraform, Kubernetes",Noida,₹35-45 LPA
543,Fresher MySQL DBA,Infosys,"MySQL, SQL, Linux, Replication, Performance",Mumbai,₹6-10 LPA
544,Senior AI Engineer (NLP),ShareChat,"PyTorch, HuggingFace, LLMs, Python, Docker",Bangalore,₹30-40 LPA
545,DevOps Engineer (Fresher),Amazon,"Docker, Kubernetes, AWS, Linux, Jenkins",Hyderabad,₹10-16 LPA
546,Full Stack (MEVN) Senior,Nykaa,"MongoDB, Express, Vue.js, Node.js, AWS",Mumbai,₹22-30 LPA
547,Junior Data Scientist,TCS,"Python, Pandas, SQL, Scikit-learn, Stats",Chennai,₹8-13 LPA
548,Cloud Security (Senior),Google,"AWS, IAM, DevSecOps, Terraform, Python",Bangalore,₹30-40 LPA
549,Fresher Java Developer,Accenture,"Java, J2EE, Spring, SQL, Git",Noida,₹6-10 LPA
550,Senior React Developer,Flipkart,"React, Next.js, TypeScript, GraphQL, Tailwind",Bangalore,₹26-34 LPA
551,Data Engineer (Fresher),Google,"Python, SQL, Airflow, Spark, AWS",Bangalore,₹12-18 LPA
552,Product Manager (Data),Amazon,"Data Analytics, SQL, Product, Strategy, AWS",Hyderabad,₹35-45 LPA
553,Junior MLOps Engineer,Microsoft,"Azure ML, Kubernetes, Docker, Python, CI/CD",Pune,₹14-20 LPA
554,Backend (PHP) Senior,Zomato,"PHP, Laravel, MySQL, Redis, AWS",Gurgaon,₹20-28 LPA
555,Fresher Web Developer,Wipro,"HTML5, CSS3, JavaScript, React, Git",Hyderabad,₹6-10 LPA
556,Senior Data Engineer (GCP),Google,"GCP, BigQuery, Dataflow, Python, Spark",Bangalore,₹30-40 LPA
557,Java Full Stack Senior,TCS,"Java, Spring Boot, React, Microservices, AWS",Pune,₹24-32 LPA
558,AI/ML Product Manager,CRED,"AI/ML, Product, Data, SQL, Strategy",Bangalore,₹38-48 LPA
559,Fresher UI/UX Designer,Swiggy,"Figma, Adobe XD, Prototyping, Design Systems",Gurgaon,₹8-12 LPA
560,Senior iOS Developer,Flipkart,"Swift, SwiftUI, Combine, iOS, Clean Arch",Bangalore,₹28-38 LPA
561,Cloud Support Engineer (Fresher),Google,"AWS, Linux, Networking, Python, SQL",Bangalore,₹12-18 LPA
562,Junior Data Analyst (Excel),Accenture,"Excel, SQL, Power BI, Tableau, Python",Noida,₹7-11 LPA
563,Senior MLOps Architect,Amazon,"Kubernetes, MLflow, AWS SageMaker, Python, CI/CD",Hyderabad,₹38-48 LPA
564,Fresher Automation Test,Infosys,"Selenium, Java, TestNG, JIRA, Git",Mumbai,₹7-11 LPA
565,Senior Backend (Python),Google,"Python, Django, PostgreSQL, Redis, AWS",Bangalore,₹30-40 LPA
566,Full Stack (Angular+Node) Senior,Microsoft,"Angular, Node.js, Azure, SQL, Docker",Pune,₹26-34 LPA
567,Junior Data Engineer,TCS,"Python, SQL, AWS Glue, Spark, Airflow",Hyderabad,₹10-16 LPA
568,Product Analyst (SQL) Fresher,Flipkart,"SQL, Excel, Python, Tableau, Product",Bangalore,₹8-13 LPA
569,Senior Frontend (React Native),Swiggy,"React Native, TypeScript, Redux, iOS, Android",Gurgaon,₹24-32 LPA
570,Fresher Cloud Engineer,Google,"Docker, Kubernetes, AWS, Linux, Terraform",Bangalore,₹10-16 LPA
571,Data Scientist (Fresher),Zomato,"Python, ML, Pandas, SQL, Stats",Gurgaon,₹8-13 LPA
572,Senior DevSecOps Engineer,Amazon,"AWS, DevSecOps, Terraform, Python, Kubernetes",Hyderabad,₹28-38 LPA
573,Junior Frontend (HTML/CSS),TCS,"HTML5, CSS3, JavaScript, Bootstrap, Git",Pune,₹6-10 LPA
574,AI/ML Engineer (Senior),Google,"PyTorch, TensorFlow, Python, Docker, AWS",Bangalore,₹35-45 LPA
575,Fresher Full Stack (MEAN),Accenture,"MongoDB, Express, Angular, Node.js, Git",Noida,₹7-12 LPA
576,Senior Android Engineer,CRED,"Kotlin, Jetpack Compose, Clean Arch, Git",Bangalore,₹28-38 LPA
577,Data Engineer (Kafka) Senior,Flipkart,"Kafka, Spark, Java, AWS, Data Pipelines",Bangalore,₹30-40 LPA
578,Junior DevOps (Azure),Microsoft,"Azure, AKS, Terraform, Jenkins, PowerShell",Pune,₹14-20 LPA
579,Full Stack (Python+React) Fresher,Wipro,"Django, React, PostgreSQL, Docker, Git",Hyderabad,₹8-13 LPA
580,Product Manager (Data) Senior,Amazon,"Data Analytics, SQL, Product, Strategy, AWS",Bangalore,₹38-48 LPA
581,Senior Frontend (Vue),Nykaa,"Vue.js, Vuex, TypeScript, CSS3, Webpack",Mumbai,₹24-32 LPA
582,Fresher QA Lead,Accenture,"Manual, Automation, Selenium, Java, Team Lead",Noida,₹10-16 LPA
583,Cloud Architect (AWS),Google,"AWS, Terraform, Kubernetes, Python, Design",Bangalore,₹40-50 LPA
584,Junior Backend (Node),Zomato,"Node.js, Express, MongoDB, REST, Git",Gurgaon,₹10-16 LPA
585,Data Scientist (Senior),TCS,"Python, ML, SQL, PyTorch, Stats",Hyderabad,₹24-32 LPA
586,Senior SRE (GCP),Google,"GCP, Kubernetes, Prometheus, Python, Automation",Bangalore,₹32-42 LPA
587,Fresher JavaScript Developer,Flipkart,"JavaScript, React, HTML5, CSS3, Git",Bangalore,₹8-13 LPA
588,Senior MLOps Engineer,Microsoft,"Azure ML, Kubernetes, MLflow, Python, CI/CD",Pune,₹30-40 LPA
589,Full Stack (LAMP) Senior,Zomato,"PHP, Laravel, MySQL, React, AWS",Gurgaon,₹24-32 LPA
590,Fresher Data Analyst (Excel),Google,"Excel, SQL, Tableau, Power BI, Python",Bangalore,₹8-13 LPA
591,Senior Java Developer (Cloud),Amazon,"Java, Spring Boot, Microservices, AWS, Kafka",Hyderabad,₹32-42 LPA
592,Junior React Native Dev,Swiggy,"React Native, JavaScript, Redux, iOS, Android",Gurgaon,₹12-18 LPA
593,AI/ML Architect (Fresher),CRED,"Python, PyTorch, TensorFlow, SQL, Docker",Bangalore,₹14-20 LPA
594,Senior Data Scientist (Product),Flipkart,"Python, ML, SQL, Product Analytics, A/B",Bangalore,₹30-40 LPA
595,Fresher Cloud Security,Accenture,"AWS, Python, Linux, Networking, Security",Noida,₹8-13 LPA
596,Senior Golang Architect,Razorpay,"Golang, Microservices, Kubernetes, PostgreSQL, Design",Pune,₹35-45 LPA
597,Junior Data Engineer (SQL),TCS,"SQL, Python, Excel, Power BI, Tableau",Chennai,₹8-13 LPA
598,Senior Frontend (Angular),Google,"Angular, TypeScript, RxJS, NGRX, CSS3",Bangalore,₹30-40 LPA
599,DevOps Manager (Kubernetes),Amazon,"Kubernetes, Terraform, CI/CD, Team Lead, AWS",Hyderabad,₹40-50 LPA
